名称,价格（元/晚）,地址,特点,已购人数,评分,收藏,简评,评价
怡莱酒店(西安高新电子城店)(原东黎酒店),151,"[电子城/电子正街]
电子三路与太白路丁字路口东200米路南


地图


街景",会议酒店,135,4.8?,3,棒极了,服务态度好
西安钟航商务宾馆,125,"[钟鼓楼/回民街/市中心]
南大街钟楼小区东门口1号


地图


街景",地铁周边,111,3.7?,4,还不错,老板热情
解忧杂货铺青年旅舍(西安小寨店),39,"[小寨/历史博物馆]
小寨东街百隆广场B座2304


地图",地铁周边,54,4.9?,6,棒极了,位置优越
七月公寓酒店(西安钟鼓楼回民街地铁站店)(原爱情公寓酒店),126,"[钟鼓楼/回民街/市中心]
钟楼北大街宏府嘉会广场B座1003室(弘盛酒店入口)


地图",地铁周边,7,5.0?,7,棒极了,吃饭方便
非繁城品酒店(西安金驿站店),131,"[兵马俑旅游区]
人民西路西段


地图


街景",商务出行,399,4.3?,9,挺好哒,服务态度好
西安七秒时光青年旅舍,19,"[大雁塔/曲江旅游区]
西安雁塔区西影路585号金裕花园1号楼2单元302


地图",地铁周边,17,4.4?,10,挺好哒,吃饭方便
西安1996太空舱青年旅舍,16,"[钟鼓楼/回民街/市中心]
尚朴路南长巷20号(地铁钟楼站D出口)


地图",地铁周边,66,4.3?,11,挺好哒,老板热情
西安登峰青年旅舍,40,"[解放路万达广场/火车站]
解放路111号民乐园万达公寓3栋2单元401室


地图",购物便捷,134,4.8?,14,棒极了,老板热情
拾光青年旅社(西安大雁塔北广场店),28,"[大雁塔/曲江旅游区]
大雁塔北广场后村小区


地图",古都遗风,118,4.7?,16,棒极了,老板热情
西安博君家庭公寓,242,"[小寨/历史博物馆]
西安雁塔区长安南路东八里小区


地图",地铁周边,12,4.8?,4,棒极了,吃饭方便
西安织带厂招待所,45,"[钟鼓楼/回民街/市中心]
尚爱路向前70米


地图",地铁周边,3,2.7?,5,一般般,吃饭方便
西安太阳雨公寓,291,"[钟鼓楼/回民街/市中心]
北大街1号宏府嘉会广场A座7047室


地图


街景",购物便捷,199,4.3?,8,挺好哒,老板热情
西安大唐公寓酒店,213,"[钟鼓楼/回民街/市中心]
北大街1号宏府嘉会广场B座八楼8032室(钟楼向北100米)


地图


街景",商务出行,289,4.3?,12,挺好哒,老板热情
西安海璟假日酒店西京医院店,213,"[城东/西京医院/小商品批发市场]
海景国际酒店楼上19层(西京医院西南100米)


地图",地铁周边,10,1.6?,15,一般般,吃饭方便
全季酒店(西安曲江国际会展中心店),322,"[电视塔/国展中心]
朱雀大街7号(天坛西路西口)


地图


街景",大学周边,3,5.0?,16,棒极了,出行方便
西安爱家公寓,116,"[城南/小雁塔旅游区]
华豪丽晶3号楼2902室


地图


街景",大学周边,9,5.0?,1,棒极了,吃饭方便
西安润家太空舱式青年旅舍,29,"[北关/龙首村]
西安市未央区未央路盛龙广场3号楼二单元15F


地图",地铁周边,24,3.9?,5,还不错,吃饭方便
西安柚约情侣主题酒店,242,"[城南/小雁塔旅游区]
小寨西路232号MOMOPARK5号楼1412室


地图",大学周边,8,3.7?,8,还不错,吃饭方便
西安好客公寓,83,"[市图书馆/凤城二路]
名京九合院9号楼2单元9层


地图


街景",地铁周边,26,3.7?,10,还不错,老板热情
西安时光青年旅舍,32,"[城东/交通大学]
西安碑林区北沙坡路北沙庄园2号西安交大延兴门地铁站店


地图",地铁周边,14,5.0?,11,棒极了,性价比高
西安秦建宾馆顺城北路店,97,"[钟鼓楼/回民街/市中心]
北大街北门里顺城北路东段60米


地图",地铁周边,4,5.0?,15,棒极了,吃饭方便
西安锦辉主题酒店,141,"[西安高铁站火车北站/西安市政中心]
北辰路任家寨商业街1号


地图


街景",浪漫情侣,123,3.2?,16,一般般,性价比高
西安32天青年旅舍,28,"[北关/龙首村]
未央路大明宫寓12502


地图


街景",地铁周边,33,4.9?,18,棒极了,出行方便
西安望角宾馆,57,"[雁塔区]
铁炉庙68号


地图


街景",地铁周边,8,5.0?,19,棒极了,吃饭方便
西安聚缘公寓酒店,135,"[城南/小雁塔旅游区]
华豪丽晶小区三号楼一单元1913室


地图


街景",大学周边,25,4.1?,1,挺好哒,吃饭方便
西安秦建宾馆顺城北路店,97,"[钟鼓楼/回民街/市中心]
北大街北门里顺城北路东段60米


地图",地铁周边,4,5.0?,3,棒极了,吃饭方便
西安锦辉主题酒店,141,"[西安高铁站火车北站/西安市政中心]
北辰路任家寨商业街1号


地图


街景",浪漫情侣,123,3.2?,4,一般般,性价比高
西安32天青年旅舍,28,"[北关/龙首村]
未央路大明宫寓12502


地图


街景",地铁周边,33,4.9?,6,棒极了,出行方便
西安望角宾馆,57,"[雁塔区]
铁炉庙68号


地图


街景",地铁周边,8,5.0?,7,棒极了,吃饭方便
西安美途公寓酒店,170,"[城南/小雁塔旅游区]
南稍门中贸广场15号楼4单元1013室


地图",地铁周边,2,2.0?,9,一般般,吃饭方便
咸阳皇家快捷酒店,97,"[咸阳国际机场]
西咸新区空港新城北杜街办边方村A区4排东一、二户


地图


街景",商务出行,563,4.7?,10,棒极了,接送机方便
西安简铺客栈,169,"[城南/小雁塔旅游区]
长安北路中贸广场5号楼2单元3008室接待处


地图


街景",地铁周边,17,4.3?,11,挺好哒,吃饭方便
西安市长安区平顺旅馆,58,"[长安区]
风栖原地铁D口北20米西韦四组新村


地图",地铁周边,4,1.0?,12,一般般,吃饭方便
西安木子青年旅舍经济开发区北客运站地铁口店,44,"[市图书馆/凤城二路]
西安未央区未央路与凤城一路十字向西约100米芳馨园(地铁市图书馆站B口，靠近澳门德兴)


地图",地铁周边,14,5.0?,15,棒极了,老板热情
西安雅居酒店会展国际店,153,"[小寨/历史博物馆]
会展国际东精品国际大楼


地图",大学周边,4,3.5?,16,还不错,吃饭方便
咸阳西安国际机场鑫园商务宾馆,135,"[咸阳国际机场]
咸阳渭城区西安国际机场T3航站楼西侧


地图",机场周边,67,4.8?,3,棒极了,老板热情
九九宾馆(西安长安区店),68,"[长安区]
老区政府工行对面


地图


街景",地铁周边,16,3.7?,7,还不错,吃饭方便
Xbed互联网民宿(西安宏信国际花园店),232,"[钟鼓楼/回民街/市中心]
环城南路东段334号宏信国际花园2号楼


地图",地铁周边,14,3.2?,8,一般般,吃饭方便
西安柠檬宾馆,86,"[未央区]
双拥路七天酒店往南50米


地图


街景",地铁周边,15,3.2?,9,一般般,吃饭方便
西安海景酒店式公寓西京医院店,152,"[城东/西京医院/小商品批发市场]
陕西省西安市碑林区兴庆北路219号


地图


街景",地铁周边,28,3.7?,11,还不错,吃饭方便
西安同堂酒店(大雁塔店),224,"[大雁塔/曲江旅游区]
雁南一路长庆坊玺岸1幢3单元1519室


地图",商务出行,28,4.9?,13,棒极了,老板热情
西安唐苑宾馆火车站店,48,"[钟鼓楼/回民街/市中心]
西安市新城区尚勤路478号


地图",地铁周边,2,2.0?,14,一般般,吃饭方便
西安雅园酒店,115,"[兵马俑旅游区]
西安临潼区秦陵北路


地图",园林建筑,29,4.9?,20,棒极了,吃饭方便
西安凯拓宾馆,68,"[钟鼓楼/回民街/市中心]
北新街三号


地图


街景",地铁周边,24,3.2?,1,一般般,吃饭方便
雅轩民宿(西安雁招小区店),64,"[大雁塔/曲江旅游区]
长安南路政法大学对面雁招小区


地图


街景",地铁周边,12,3.4?,2,一般般,吃饭方便
西安雅居精品公寓,232,"[钟鼓楼/回民街/市中心]
西安玉祥门外西南角地铁C口恒天国际城2号楼


地图",地铁周边,11,4.1?,4,挺好哒,吃饭方便
西安拉米酒店,128,"[城南/小雁塔旅游区]
电子一路东段永和新领地二单元706室


地图


街景",大学周边,41,2.7?,5,一般般,吃饭方便
西安木春公寓,292,"[钟鼓楼/回民街/市中心]
环城南路东段335号


地图",地铁周边,38,4.9?,7,棒极了,老板热情
西安雅居轩公寓酒店,70,"[电视塔/国展中心]
象牙公寓1号楼1单元12楼1201室


地图",地铁周边,39,3.7?,9,还不错,吃饭方便
西安菲特主题酒店,93,"[长安区]
韦曲青年南街妇幼保健院十字南30米路东


地图


街景",浪漫情侣,119,3.1?,13,一般般,服务态度好
西安佳源宾馆,83,"[大雁塔/曲江旅游区]
长安南路师大路口华润万家楼上欧风园4211室


地图


街景",地铁周边,12,3.4?,14,一般般,老板热情
小西安客栈,121,"[解放路万达广场/火车站]
解放路民乐园万达公寓楼4号楼315


地图",浪漫情侣,25,4.1?,15,挺好哒,吃饭方便
西安南门世界那么大青年旅舍,30,"[城南/小雁塔旅游区]
西安碑林区南门中贸广场1号楼(永宁门地铁站B口向南50米)


地图",地铁周边,1,4.6?,16,棒极了,吃饭方便
西佳客栈(西安洒金桥店),75,"[钟鼓楼/回民街/市中心]
西北二路7号


地图


街景",寺庙祈福,63,3.9?,5,还不错,老板热情
西安青春乌托邦青旅,28,"[长安区]
西安长安区凤栖原地铁口吉丰小区


地图",地铁周边,9,5.0?,6,棒极了,吃饭方便
西安途乐公寓酒店钟楼地铁站店,291,"[钟鼓楼/回民街/市中心]
北大街1号宏府嘉会A座9楼9050室


地图",地铁周边,141,4.3?,7,挺好哒,出行方便
如家公寓酒店(西安南门店),139,"[城南/小雁塔旅游区]
体育馆南路89号南门国际b座1305


地图


街景",地铁周边,11,4.1?,8,挺好哒,吃饭方便
西安白水会馆,135,"[解放路万达广场/火车站]
尚勤路与东五路十字西北角合方堂门口巷内


地图",交通枢纽,12,3.0?,12,一般般,吃饭方便
西安驴途青年旅馆,23,"[城南/小雁塔旅游区]
草场坡新文巷24号骊马豪城E座1001室


地图",地铁周边,5,5.0?,17,棒极了,吃饭方便
Home家民宿(西安大明宫店),308,"[北关/龙首村]
未央路68号时代明丰苑小区A座2005


地图",地铁周边,15,5.0?,19,棒极了,老板热情
西安雅美酒店,105,"[城南/小雁塔旅游区]
黄雁村华豪丽晶1号楼6层607


地图


街景",大学周边,6,5.0?,2,棒极了,吃饭方便
西安同安招待所,38,"[钟鼓楼/回民街/市中心]
一中北路马家庄20号


地图",地铁周边,10,2.8?,4,一般般,吃饭方便
华林宾馆(西安端履门店),102,"[钟鼓楼/回民街/市中心]
端履门集贤巷楠林国际酒店对面


地图",地铁周边,6,2.7?,7,一般般,吃饭方便
安格娜公寓酒店(西安会展中心店)(原两之鱼短租公寓酒店),145,"[电视塔/国展中心]
长延居2号楼


地图",大学周边,5,5.0?,9,棒极了,吃饭方便
西安大咖主题公寓,115,"[市图书馆/凤城二路]
北二环名京九合院8号楼1单元28楼


地图",浪漫情侣,16,3.7?,10,还不错,吃饭方便
华山公寓(西安吉祥村店),37,"[城南/小雁塔旅游区]
吉祥村三道巷282号


地图


街景",地铁周边,3,2.3?,14,一般般,吃饭方便
西安咸阳国际机场雅园宾馆,132,"[咸阳国际机场]
海航基地向西600米


地图",休闲度假,300,4.9?,16,棒极了,老板热情
西安百嘉宾馆,72,"[电视塔/国展中心]
华东商城与长延堡商城之间的饮食一条街附近


地图",大学周边,23,3.3?,17,一般般,吃饭方便
西安有友青年旅舍,20,"[北关/龙首村]
北稍门联志路


地图",地铁周边,10,2.8?,19,一般般,吃饭方便
西安杰桠民宿,454,"[钟鼓楼/回民街/市中心]
宏信国际花园5号楼2单元2407


地图",地铁周边,1,5.0?,2,棒极了,吃饭方便
西安双子公寓钟楼店,103,"[钟鼓楼/回民街/市中心]
西安莲湖区钟楼西北角宏府嘉会B座14楼14021室


地图",地铁周边,10,3.2?,9,一般般,吃饭方便
西安G-box服务公寓,389,"[钟鼓楼/回民街/市中心]
仁义路珠江时代广场艾斯汀公寓


地图",地铁周边,62,5.0?,10,棒极了,老板热情
米糖主题智能酒店(西安兵马俑店),164,"[兵马俑旅游区]
人民东路14号


地图",会议酒店,15,4.2?,11,挺好哒,吃饭方便
西安兴隆快捷酒店,77,"[户县]
人民路春蕾什字向西200米


地图",浪漫情侣,12,3.0?,12,一般般,吃饭方便
西安禹河新元酒店,184,"[未央区]
草滩七路渭水欣居12-2-2


地图",浪漫情侣,59,4.3?,13,挺好哒,服务态度好
可馨公寓(西安堡子村店),104,"[半坡枢纽站/半坡博物馆]
半坡地铁站C口马路对面的独栋高层0506室


地图


街景",地铁周边,96,4.7?,18,棒极了,老板热情
三只企鹅的家别墅(西安大雁塔店),618,"[大雁塔/曲江旅游区]
芙蓉南路98号金地芙蓉世家13A栋天逸墅17座


地图",亲子酒店,178,4.9?,3,棒极了,设施齐全
西安慢城青年旅舍,31,"[钟鼓楼/回民街/市中心]
西安莲湖区化觉巷54号清真大寺向西100米


地图",浪漫情侣,43,4.8?,4,棒极了,老板热情
海友酒店(西安五路口机场大巴店)(原火车站店),132,"[解放路万达广场/火车站]
解放路115号民安大厦


地图


街景",交通枢纽,586,4.2?,5,挺好哒,离火车站近
安雅居商务酒店(西安国际机场店),113,"[咸阳国际机场]
边方村B区8排西4户


地图",机场周边,864,4.9?,6,棒极了,老板热情
西木逸居青年旅舍(钟鼓楼店),57,"[钟鼓楼/回民街/市中心]
西木头市77号院内


地图",地铁周边,30,4.9?,7,棒极了,吃饭方便
咏乐宾馆(西安大雁塔店),97,"[大雁塔/曲江旅游区]
大雁塔南广场东150米


地图


街景",古都遗风,210,3.9?,8,还不错,老板热情
西安众悦酒店,154,"[钟鼓楼/回民街/市中心]
西华门十字(宏府嘉会C座15016室)


地图


街景",地铁周边,356,4.8?,9,棒极了,交通便利
易休太空舱宾馆(西安咸宁店),37,"[城东/交通大学]
咸宁西路29号咸宁国际广场四单元10楼1004室


地图


街景",大学周边,151,4.9?,11,棒极了,老板热情
尚俭太空舱公寓(西安钟楼店),33,"[钟鼓楼/回民街/市中心]
宏府嘉会公寓C座11021室


地图


街景",地铁周边,136,4.7?,12,棒极了,老板热情
西安杰诺庭院背包旅舍,29,"[钟鼓楼/回民街/市中心]
南门里顺城南路中段69号


地图",地铁周边,167,4.8?,13,棒极了,出行方便
西安华美酒店公寓,282,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会广场B座9027室


地图


街景",地铁周边,147,4.1?,15,挺好哒,出行方便
西安乐家商务宾馆,55,"[城东/西京医院/小商品批发市场]
丹尼尔世纪广场


地图


街景",地铁周边,14,2.0?,16,一般般,吃饭方便
西安宾悦公寓,198,"[钟鼓楼/回民街/市中心]
北大街88号假日国际公寓10609


地图",浪漫情侣,31,4.9?,17,棒极了,吃饭方便
西安姑娘别走青年旅舍火车站店,27,"[北关/龙首村]
北稍门大明公寓一单元29楼12904


地图",地铁周边,7,3.7?,19,还不错,吃饭方便
西安麦笛公寓酒店,226,"[城南/李家村万达广场]
建设西路65号新旅城5号楼1单元15楼


地图",大学周边,13,2.8?,2,一般般,吃饭方便
西安泊客公寓酒店,145,"[电视塔/国展中心]
象牙宫寓1号1单元622号


地图


街景",地铁周边,263,4.2?,3,挺好哒,老板热情
西安青春大唐青年旅社钟鼓楼北门店,33,"[北关/龙首村]
西安北关正街19号天宝安远小区504室


地图",交通枢纽,1,5.0?,5,棒极了,吃饭方便
西安西音公寓,248,"[小寨/历史博物馆]
南二环东段长安大街三号1号楼C座2411


地图",大学周边,2,5.0?,10,棒极了,吃饭方便
新开家庭旅馆(西安北关正街店),66,"[北关/龙首村]
北关正街十字天宝安远3层


地图


街景",地铁周边,1,5.0?,15,棒极了,吃饭方便
诚信公寓酒店(西安唐都医院店),67,"[纺织城]
唐都医院东20米风尚东都12楼03室


地图


街景",地铁周边,3,5.0?,16,棒极了,吃饭方便
西安温馨宅家公寓,20,"[小寨/历史博物馆]
西安市碑林区南稍门十字东80米路南拐大话南门小区3号楼(21世纪不动产隔壁)


地图",地铁周边,5,5.0?,17,棒极了,吃饭方便
西安栖心堡民宿,210,"[钟鼓楼/回民街/市中心]
民乐园万达2号公寓4单元704


地图",地铁周边,2,5.0?,19,棒极了,吃饭方便
西安微硕时光青年公寓,32,"[北关/龙首村]
北关正街含光雨露花园小区603室


地图",地铁周边,7,5.0?,4,棒极了,吃饭方便
西安互助宾馆,81,"[城东/西京医院/小商品批发市场]
互助路5号附5号2层


地图",地铁周边,2,5.0?,7,棒极了,吃饭方便
润家商务宾馆(西安甘家寨店),68,"[西安市高新技术开发区]
科技四路甘家寨新村东二排28号


地图",大学周边,15,3.7?,9,还不错,吃饭方便
橙子宾馆(西安劳动路地铁口)(原怡馨宾馆),57,"[城西]
劳动路地铁口南100米


地图


街景",地铁周边,4,1.0?,10,一般般,吃饭方便
西安行者部落客栈万达店,124,"[钟鼓楼/回民街/市中心]
西安新城区解放路万达广场1号楼8层


地图",地铁周边,4,3.0?,17,一般般,吃饭方便
西安90公寓青年旅舍,36,"[赛格电脑城/长安路立交]
太乙路1号祭台小区2号楼


地图",大学周边,3,4.7?,19,棒极了,吃饭方便
西安CCHOME潮巢民宿,394,"[大雁塔/曲江旅游区]
雁南三路钻石半岛北1号门二号楼二单元0102室


地图",民居,39,3.8?,4,还不错,离景点近
西安欣雅宾馆天地时代店,55,"[大明宫万达/大明宫遗址公园]
天地时代大厦C座3层303室


地图


街景",地铁周边,3,5.0?,10,棒极了,吃饭方便
爱七精品家庭公寓酒店(西安城市运动公园店),104,"[西安高铁站火车北站/西安市政中心]
凤城九路海荣名城小区66号楼一单元509


地图",浪漫情侣,49,3.9?,12,还不错,吃饭方便
西安亚米公寓酒店,199,"[钟鼓楼/回民街/市中心]
西安碑林区环城南路东段331号亚朵酒店楼上6层


地图",地铁周边,22,5.0?,13,棒极了,吃饭方便
六合宾馆(西安大庆路店),96,"[城西]
大庆路586号


地图


街景",地铁周边,12,3.4?,2,一般般,吃饭方便
西安榜样公寓,153,"[钟鼓楼/回民街/市中心]
南门宏信国际2号楼1单元11012号


地图",地铁周边,8,3.7?,3,还不错,吃饭方便
西安朗鼎商务酒店,155,"[西安高铁站火车北站/西安市政中心]
大明宫陶瓷洁具交易中心4号楼


地图


街景",浪漫情侣,56,4.2?,7,挺好哒,性价比高
利群宾馆(西安长安路店),64,"[雁塔区]
长安路华美十字西北角


地图


街景",地铁周边,8,3.7?,9,还不错,吃饭方便
西安嘉豪宾馆(家庭公寓),56,"[城南/小雁塔旅游区]
华豪丽晶2号楼1404室


地图


街景",民居,7,2.9?,15,一般般,吃饭方便
西安喜洋洋公寓酒店,83,"[城南/小雁塔旅游区]
黄雁村华豪丽晶3号楼1单元2714室


地图",大学周边,15,4.1?,16,挺好哒,吃饭方便
乐舒快捷酒店(西安北钱村店),115,"[西安高铁站火车北站/西安市政中心]
北辰大道翰林北苑1号楼


地图",大学周边,52,4.2?,19,挺好哒,吃饭方便
西安君悦时代酒店(原君越时代酒店),154,"[长安区]
滦镇西沣路中兴斜对面


地图",浪漫情侣,69,4.2?,3,挺好哒,前台热情
西安南门小筑服务公寓,228,"[钟鼓楼/回民街/市中心]
珠江时代广场艾斯汀国际公寓A座1栋1单元1107室


地图",地铁周边,6,5.0?,4,棒极了,老板热情
西安北城公寓大明宫店,57,"[北关/龙首村]
莲湖区未央路7号


地图",地铁周边,1,5.0?,6,棒极了,吃饭方便
西京电建公寓(长乐西路店),57,"[城东/西京医院/小商品批发市场]
长乐西路3号


地图",地铁周边,3,2.7?,7,一般般,吃饭方便
西安国花宾馆,65,"[城东/西京医院/小商品批发市场]
兴庆路139号民生新世界小区1单元1003号


地图",地铁周边,8,3.0?,8,一般般,吃饭方便
西安雅居欣欣民宿,98,"[城东/西京医院/小商品批发市场]
兴庆北路107号兴庆雅居小区一单元407室


地图",地铁周边,2,5.0?,12,棒极了,吃饭方便
西安嘉禾宾馆,66,"[纺织城]
西安灞桥区纺织城城东客运站地铁A出口向北200米


地图",地铁周边,3,5.0?,14,棒极了,吃饭方便
爱之旅公寓酒店(西安地铁二号线北客站店),75,"[西安高铁站火车北站/西安市政中心]
凤城十二路汇通太古城一期2号楼2单元2301室


地图",浪漫情侣,30,4.2?,15,挺好哒,老板热情
盛泰公寓酒店(西安唐都医院店),82,"[唐都医院/城东客运站]
唐都医院东侧50米


地图


街景",地铁周边,7,2.3?,16,一般般,吃饭方便
华驿精选酒店(西安火车站店),154,"[钟鼓楼/回民街/市中心]
环城北路北东段西铁公寓一、二层商业用房


地图",火车站周边,107,5.0?,17,棒极了,离火车站近
西安怡园公寓宾馆,66,"[大明宫万达/大明宫遗址公园]
天地时代广场C座810室


地图


街景",地铁周边,4,5.0?,6,棒极了,吃饭方便
V8快捷宾馆(西安鱼化寨外事学院店),527,"[雁塔区]
河东村35号6层


地图


街景",大学周边,5,5.0?,7,棒极了,吃饭方便
西安美石假日公寓,164,"[城南/小雁塔旅游区]
含光路南段与电子一路东口交汇处


地图",大学周边,43,3.2?,10,一般般,服务态度好
西安路遇民宿,223,"[城东/西京医院/小商品批发市场]
互助路立交新城区紫落澜庭-1栋


地图",地铁周边,1,5.0?,13,棒极了,吃饭方便
西安宣府宾馆(原旺达宾馆),86,"[城南/小雁塔旅游区]
大学南路与太白北路十字东北角


地图


街景",大学周边,18,3.8?,16,还不错,吃饭方便
西安时代驿站,68,"[城南/小雁塔旅游区]
雁塔区小寨街办吉祥村一巷104号


地图",地铁周边,2,3.2?,17,一般般,吃饭方便
西安祥聚宾馆,100,"[西安高铁站火车北站/西安市政中心]
凤城五路赛高街区二号楼一单元705室


地图


街景",地铁周边,4,5.0?,4,棒极了,吃饭方便
咸阳丽都商务酒店,99,"[咸阳国际机场]
咸阳国际机场空港新区海航基地西300米


地图",机场周边,47,4.9?,7,棒极了,老板热情
西安优客快捷酒店(原佳苑快捷酒店),88,"[西安市高新技术开发区]
白沙路50号


地图",地铁周边,4,3.0?,8,一般般,吃饭方便
西安梵居空间艺术主题公寓,253,"[北关/龙首村]
未央路北稍门荣民宫园美寓18-1828号


地图",地铁周边,135,5.0?,11,棒极了,老板热情
咸阳回家商务宾馆,84,"[咸阳国际机场]
咸阳机场海航基地向西300米边方村8号


地图",机场周边,41,5.0?,12,棒极了,老板热情
西安以梦为马青年旅舍,29,"[北关/龙首村]
西安未央区龙首原永祥路凯跃汇景1414


地图",地铁周边,33,4.9?,15,棒极了,性价比高
西安君悦公寓酒店,68,"[城南/小雁塔旅游区]
含光路豪华丽晶2号楼8层0812室


地图


街景",大学周边,1,5.0?,16,棒极了,吃饭方便
西安延安宾馆,92,"[城南/小雁塔旅游区]
郝佳城市花园D座6楼


地图


街景",地铁周边,11,2.9?,18,一般般,吃饭方便
西安UF-优范影院体验式民宿,241,"[西安市高新技术开发区]
科技路与唐延路十字东北角新西蓝一期3号楼


地图",地铁周边,8,2.5?,5,一般般,吃饭方便
西安鑫欣缘宾馆,117,"[西安高铁站火车北站/西安市政中心]
杜家堡欣苑小区东门5号楼1006室


地图",大学周边,9,5.0?,11,棒极了,老板热情
西安芳芳宾馆,54,"[北关/龙首村]
未央大道北稍门世纪金园B604号


地图


街景",地铁周边,17,4.3?,12,挺好哒,吃饭方便
西安军瑞假日公寓酒店,215,"[钟鼓楼/回民街/市中心]
北大街88号假日国际公寓3楼10305室


地图",地铁周边,16,4.2?,13,挺好哒,老板热情
西安西郊和平宾馆,66,"[城西]
丰登北路与桃园西路十字向西


地图


街景",地铁周边,15,2.7?,20,一般般,吃饭方便
西安品格酒店,136,"[大明宫万达/大明宫遗址公园]
大明宫万达广场5号楼6层


地图",园林建筑,19,3.8?,7,还不错,吃饭方便
西安雁门晓据青年旅舍,27,"[大雁塔/曲江旅游区]
大雁塔北广场乐游路后村小区3号楼601室


地图",地铁周边,12,5.0?,8,棒极了,吃饭方便
西安宾至酒店公寓(钟鼓楼回民街店),169,"[钟鼓楼/回民街/市中心]
西华门十字北大街宏府嘉会公寓A座11楼11046室


地图


街景",地铁周边,257,4.7?,11,棒极了,老板热情
西安子宿青年旅舍钟鼓楼回民街店,32,"[钟鼓楼/回民街/市中心]
西安莲湖区回民街广济街大清真寺化觉巷138号


地图",浪漫情侣,53,4.9?,12,棒极了,老板热情
西安脸谱青年旅舍,34,"[钟鼓楼/回民街/市中心]
南长巷4号


地图


街景",地铁周边,520,4.7?,13,棒极了,老板热情
西安秦调青年旅舍,29,"[钟鼓楼/回民街/市中心]
莲湖路许士庙街69号


地图


街景",浪漫情侣,326,4.8?,15,棒极了,老板热情
如遇精品酒店(西安钟楼回民街店),91,"[钟鼓楼/回民街/市中心]
习武园3号


地图",地铁周边,106,4.4?,17,挺好哒,性价比高
西安草庐·相知青旅,24,"[钟鼓楼/回民街/市中心]
西安碑林区仁义路仁义公寓1单元402


地图",地铁周边,50,5.0?,18,棒极了,老板热情
西安万能青年旅舍,75,"[大雁塔/曲江旅游区]
大雁塔街道西影路后村小区4号楼


地图",地铁周边,43,5.0?,20,棒极了,老板热情
四方宾馆(西安甘家寨店),106,"[西安市高新技术开发区]
甘家寨东三排33号楼2单元


地图


街景",大学周边,2,2.0?,7,一般般,吃饭方便
西安鹏翔宾馆,57,"[长安区]
韦曲西街乔家村西门口


地图


街景",地铁周边,1,5.0?,10,棒极了,吃饭方便
家洲宾馆(西安北关店),48,"[大明宫万达/大明宫遗址公园]
未央大道欧亚大厦B座2204室


地图


街景",地铁周边,3,5.0?,12,棒极了,吃饭方便
西安香汤镇酒店,203,"[城南/小雁塔旅游区]
雁塔西路甲字1号


地图",大学周边,9,5.0?,17,棒极了,吃饭方便
西安海景如家公寓西京医院店,125,"[城东/西京医院/小商品批发市场]
西安市兴庆北路海景国际酒店公寓西京医院向南100米路东


地图",地铁周边,7,2.3?,2,一般般,吃饭方便
西安满意公寓,165,"[城南/小雁塔旅游区]
友谊西路黄雁村华豪丽晶小区一号楼0801室


地图


街景",大学周边,7,3.7?,4,还不错,吃饭方便
西安西雅图商务酒店,112,"[阎良区]
凤凰北街50号


地图",商务出行,160,3.9?,5,还不错,服务态度好
西安桦德酒店东二环长缨西路店,121,"[城东/西京医院/小商品批发市场]
西安新城区长缨西路与南四合窑十字南侧(东二环向西200米)


地图",地铁周边,49,3.3?,8,一般般,价格实惠
西安派拉蒙公寓,292,"[城南/小雁塔旅游区]
长安路中贸广场15号楼4单元(星巴克隔壁)21楼42123


地图",地铁周边,19,3.8?,9,还不错,吃饭方便
鹏飞宾馆(西安长兴北路店),86,"[长安区]
长兴北路北段


地图


街景",天然氧吧,2,2.0?,13,一般般,吃饭方便
西安朝阳宾馆,77,"[长安区]
韦曲南街(临近西安培华学院、西京大学)


地图


街景",地铁周边,21,2.9?,14,一般般,吃饭方便
富源宾馆(西安西京医院店),98,"[城东/西京医院/小商品批发市场]
兴庆北路67号兴庆雅居1单元11901室


地图",地铁周边,16,5.0?,19,棒极了,老板热情
西安16号客栈,86,"[大明宫万达/大明宫遗址公园]
凤城二路新天地广场C座1603地铁D出口


地图",地铁周边,5,2.4?,20,一般般,吃饭方便
西安合家欢客栈,183,"[市图书馆/凤城二路]
未央路凯旋大厦A1905地铁2号线到大明宫西，D出口楼上


地图",地铁周边,1,5.0?,15,棒极了,吃饭方便
蓝溪公寓(西安兴庆路分店)(原集贤路分店),96,"[城东/西京医院/小商品批发市场]
空军军医大学(第四军医大学)—西京医院南兴庆北路兴庆路107号


地图",地铁周边,1,5.0?,2,棒极了,吃饭方便
西安金铭公寓,258,"[小寨/历史博物馆]
南稍门西侧十字中贸广场15栋4单元


地图


街景",地铁周边,20,5.0?,13,棒极了,出行方便
秦悦客栈(西安咸宁中路店),105,"[城东/交通大学]
金华南小区45号


地图",地铁周边,7,5.0?,15,棒极了,地理位置好
西安旭日升酒店唐都医院店,154,"[纺织城]
西安灞桥区灞桥区新寺路唐都医院对面


地图",地铁周边,31,4.1?,18,挺好哒,吃饭方便
西安添禧度假酒店公寓,173,"[钟鼓楼/回民街/市中心]
南门外宏信国际花园2栋2单元


地图",浪漫情侣,251,5.0?,20,棒极了,老板热情
熊孩子青年旅社(西安草场坡店),35,"[城南/小雁塔旅游区]
草场坡路翡翠明珠7号楼1107号


地图",地铁周边,5,5.0?,1,棒极了,吃饭方便
